name,skill_download_count,skill_install_count,skill_star_count,skill_fork_count,developer,developer_is_org,developer_github_stars,domain,ambiguous_permissions,source_plat,declaration_atomic_ids,implementation_atomic_ids,minimum_permission_set,requested_atoms_used,necessary_atoms_used,reach,phi,gamma,pdei_score,n_eff,n_eff_tier,n_eff_source,platform_median_used,alpha1_star_used,alpha2_fork_used,lambda_dev,delta_t1,delta_t2,delta_t3,delta_t4,extra_t1,extra_t2,extra_t3,extra_t4,unknown_requested_atoms,unknown_necessary_atoms,path_A,path_B,path_C,path_D,path_E
docx,,78.0,2781,317,davepoon,False,2817,Dom-12,T,skill.sh,"G1,G3,I3,O3,O4,Q1,Q2,Q4,R7,X4","G1,G3,G4,O2,O4,Q4,R1,R10,R5,R9,U2,W3,X1,X3,X4,X6,X8","[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","G1,G3,I3,O3,O4,Q1,Q2,Q4,R7,X4","G3,G4,R1,R4,R5",6.826,14.5,10.0,989.76,5562.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,0,3,1,"Q2,Q4,R7",,"O3,O4,X4",I3,,,0,1,0,0,1
morph-ppt,,,22294,1877,iOfficeAI,True,24963,Dom-12,T,skillsmp,"G1,I3,K6,O3,O4,Q1,Q4,R7,U1,X1,X7,X8","A5,C1,G1,G2,G5,I2,O4,Q1,Q3,Q4,R8,S7,U1,X1,X7,X8","[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","G1,I3,K6,O3,O4,Q1,Q4,R7,U1,X1,X7,X8","G3,G4,R1,R4,R5",8.432,23.0,26.0,5042.22,44588.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,1,6,1,"Q4,R7",U1,"K6,O3,O4,X1,X7,X8",I3,,,1,1,1,1,1
image-manipulation-image-magick,,7428.0,30605,3652,github,True,665129,Dom-12,F,skill.sh,"G5,O3,Q1,Q2,R1,X1,X4",,"[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","G5,O3,Q1,Q2,R1,X1,X4","G3,G4,R1,R4,R5",8.704,11.0,4.0,382.99,61210.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,4,0,Q2,,"G5,O3,X1,X4",,,,0,1,0,0,0
latex-posters,,273.0,24807,2453,davila7,False,26056,Dom-12,T,skill.sh,"A3,G1,G2,I3,O3,Q1,Q2,Q3,Q4,R7,R8,R9,X1,X3,X8","A2,G1,G2,G5,K3,K4,Q3,Q4,X1,X3,X4","[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","A3,G1,G2,I3,O3,Q1,Q2,Q3,Q4,R7,R8,R9,X1,X3,X8","G3,G4,R1,R4,R5",8.526,24.0,10.0,2046.2,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,6,0,4,2,"Q2,Q3,Q4,R7,R8,R9",,"O3,X1,X3,X8","A3,I3",,,0,1,0,0,1
cli-anything-inkscape,,,31931,3103,HKUDS,True,243903,Dom-12,T,skillsmp,"I3,Q1,Q2,R6,X4,X8",,"[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","I3,Q1,Q2,R6,X4,X8","G3,G4,R1,R4,R5",8.722,11.0,10.0,959.41,63862.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,2,1,"Q2,R6",,"X4,X8",I3,,,0,1,0,0,1
gws-docs,,7763.0,25117,1284,googleworkspace,True,43886,Dom-12,T,skill.sh,R7,,"[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]",R7,"G3,G4,R1,R4,R5",8.501,1.0,1.0,8.5,50234.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,0,0,R7,,,,,,0,0,0,0,0
review-docs,,,1169,109,FranciscoMoretti,False,1748,Dom-12,T,skillsmp,"Q1,R1,R7",,"[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","Q1,R1,R7","G3,G4,R1,R4,R5",6.134,1.0,1.0,6.13,2338.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,0,0,R7,,,,,,0,0,0,0,0
doc,,77.0,24807,2453,davila7,False,26056,Dom-12,T,skill.sh,"A7,G3,O4,Q1,Q2,R1,R7,X3,X4,X7","A7,G1,G3,Q1,R1,R10,R6,X1,X3,X7,X8","[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","A7,G3,O4,Q1,Q2,R1,R7,X3,X4,X7","G3,G4,R1,R4,R5",8.526,16.0,10.0,1364.13,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,0,4,1,"Q2,R7",,"O4,X3,X4,X7",A7,,,0,1,0,0,1
pdf,,56.0,2781,317,davepoon,False,2817,Dom-12,T,skill.sh,"R1,R9,X4","G1,G5,K3,Q2,R1,R10,R5,R9,X1,X4,X6,X7","[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","R1,R9,X4","G3,G4,R1,R4,R5",6.826,3.5,4.0,95.56,5562.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,1,0,R9,,X4,,,,0,1,0,0,0
presentation-slide-outliner,,29.0,1990,269,jeremylongshore,False,2092,Dom-12,T,skill.sh,"G1,X1",,"[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","G1,X1","G3,G4,R1,R4,R5",6.579,2.5,1.0,16.45,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,1,0,,,X1,,,,0,0,0,0,0
draw-io-diagram-generator,,,30605,3652,github,True,665129,Dom-12,T,skillsmp,"I2,I3,I4,O4,Q1,Q2,Q3,R1,R7,R8,R9,X3,X5,X7,X8","G2,I2,O4,Q1,Q4,R1,R8,X1,X3,X7,X8","[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","I2,I3,I4,O4,Q1,Q2,Q3,R1,R7,R8,R9,X3,X5,X7,X8","G3,G4,R1,R4,R5",8.704,29.5,10.0,2567.8,61210.0,2,star_proxy,38042.0,2.0,2.0,1.8,5,0,5,3,"Q2,Q3,R7,R8,R9",,"O4,X3,X5,X7,X8","I2,I3,I4",,,0,1,0,0,1
officecli-pitch-deck,,,22294,1877,iOfficeAI,True,24963,Dom-12,T,skillsmp,"A5,I2,I3,O3,O4,Q1,Q2,Q3,R8,R9,U1,X1,X7,X8","A2,A5,G1,G2,G3,G5,I2,O4,Q3,Q4,R8,U1,X1,X8","[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","A5,I2,I3,O3,O4,Q1,Q2,Q3,R8,R9,U1,X1,X7,X8","G3,G4,R1,R4,R5",8.432,30.5,26.0,6686.42,44588.0,2,star_proxy,38042.0,2.0,2.0,1.8,4,1,5,3,"Q2,Q3,R8,R9",U1,"O3,O4,X1,X7,X8","A5,I2,I3",,,1,1,1,1,1
p-image,,77514.0,356,63,inferen-sh,True,0,Dom-12,T,skill.sh,"O3,Q1,R1,R7,R8,X1,X8",,"[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","O3,Q1,R1,R7,R8,X1,X8","G3,G4,R1,R4,R5",4.386,9.5,4.0,166.65,712.0,2,star_proxy,5562.0,2.0,2.0,1.5,2,0,3,0,"R7,R8",,"O3,X1,X8",,,,0,1,0,0,0
pdf-text-replace,,5.0,819,36,instavm,True,2165,Dom-12,T,skill.sh,"G5,O3,Q1,R1,X3","R1,R5,X6","[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","G5,O3,Q1,R1,X3","G3,G4,R1,R4,R5",5.82,7.5,1.0,43.65,1638.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,3,0,,,"G5,O3,X3",,,,0,0,0,0,0
video-editing,,257.0,162357,25224,affaan-m,False,163369,Dom-12,T,skill.sh,"I3,O3,Q1,Q2,R1,R7,S1,U1",,"[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","I3,O3,Q1,Q2,R1,R7,S1,U1","G3,G4,R1,R4,R5",10.034,11.5,26.0,3000.05,324714.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,1,1,1,"Q2,R7,S1",U1,O3,I3,,,1,1,1,1,1
applying-brand-guidelines,,,41165,4556,anthropics,True,431138,Dom-12,T,skillsmp,"G2,Q1,Q3,Q4,R7,R9","G1,G2,Q2,Q3,R10,R5,R8","[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","G2,Q1,Q3,Q4,R7,R9","G3,G4,R1,R4,R5",8.93,4.0,1.0,35.72,82330.0,2,star_proxy,38042.0,2.0,2.0,1.8,4,0,0,0,"Q3,Q4,R7,R9",,,,,,0,0,0,0,0
markdown-converter,,585.0,249,21,intellectronica,False,3850,Dom-12,T,skill.sh,"G1,G3,Q1,R1",,"[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","G1,G3,Q1,R1","G3,G4,R1,R4,R5",4.92,0.0,1.0,0.0,498.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,0,0,,,,,,,0,0,0,0,0
markitdown,,545.0,24807,2453,davila7,False,26056,Dom-12,T,skill.sh,"A5,G1,G3,G5,I4,O3,O4,Q1,Q2,Q3,R1,R4,R7,R8,S1,W1,X1,X3,X4,X7,X8","G1,G4,G5,I4,K3,O4,Q1,Q2,Q4,R1,R10,R4,R5,R9,S1,W3,X3,X4,X6,X7,X8","[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","A5,G1,G3,G5,I4,O3,O4,Q1,Q2,Q3,R1,R4,R7,R8,S1,W1,X1,X3,X4,X7,X8","G3,G4,R1,R4,R5",8.526,33.0,10.0,2813.52,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,5,0,8,2,"Q2,Q3,R7,R8,S1",,"G5,O3,O4,X1,X3,X4,X7,X8","A5,I4",,,0,1,0,0,1
xlsx,,81.0,2781,317,davepoon,False,2817,Dom-12,T,skill.sh,"G1,O3,O4,Q1,R7,R9","O4,R1,R10,R5,R6,S7,X1,X6,X8","[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","G1,O3,O4,Q1,R7,R9","G3,G4,R1,R4,R5",6.826,7.0,4.0,191.13,5562.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,0,2,0,"R7,R9",,"O3,O4",,,,0,1,0,0,0
freeze,,,78853,11339,garrytan,False,88771,Dom-12,T,skillsmp,"G4,R1,R6,R7,X1,X8","R1,X8","[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","G4,R1,R6,R7,X1,X8","G3,G4,R1,R4,R5",9.461,7.0,4.0,264.91,157706.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,2,0,"R6,R7",,"X1,X8",,,,0,1,0,0,0
ideogram-core-workflow-b,,21.0,1990,269,jeremylongshore,False,2092,Dom-12,T,skill.sh,"G1,R1,X1,X8",,"[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","G1,R1,X1,X8","G3,G4,R1,R4,R5",6.579,5.0,1.0,32.9,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,2,0,,,"X1,X8",,,,0,0,0,0,0
pyopenms,,136.0,24807,2453,davila7,False,26056,Dom-1,T,skill.sh,"G1,G3,Q1,Q2,Q4,R1,R7,R8,R9,X3,X4","G1,Q2,Q4,R10,U2,X3","[""G1"", ""R1""]","G1,G3,Q1,Q2,Q4,R1,R7,R8,R9,X3,X4","G1,R1",8.526,12.5,4.0,426.29,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,5,0,3,0,"Q2,Q4,R7,R8,R9",,"G3,X3,X4",,,,0,1,0,0,0
langchain-core-workflow-b,,23.0,1990,269,jeremylongshore,False,2092,Dom-1,T,skill.sh,"R1,R7,X4",,"[""G1"", ""R1""]","R1,R7,X4","G1,R1",6.579,3.5,4.0,92.11,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,1,0,R7,,X4,,,,0,1,0,0,0
statistical-significance-calculator,,26.0,1990,269,jeremylongshore,False,2092,Dom-1,T,skill.sh,"G1,X1",,"[""G1"", ""R1""]","G1,X1","G1,R1",6.579,2.5,1.0,16.45,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,1,0,,,X1,,,,0,0,0,0,0
retention-calculator,,24.0,1990,269,jeremylongshore,False,2092,Dom-1,T,skill.sh,"G1,X1",,"[""G1"", ""R1""]","G1,X1","G1,R1",6.579,2.5,1.0,16.45,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,1,0,,,X1,,,,0,0,0,0,0
clustering-algorithm-runner,,,1990,269,jeremylongshore,False,2092,Dom-1,F,skillsmp,"G1,I3,Q2",,"[""G1"", ""R1""]","G1,I3,Q2","G1,R1",6.579,5.0,1.0,32.9,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,0,1,Q2,,,I3,,,0,0,0,0,0
fluidsim,,144.0,24807,2453,davila7,False,26056,Dom-1,T,skill.sh,"G1,G3,I4,Q1,Q2,Q4,R7,X4,X7","G1,Q4,R5,X4,X6,X7","[""G1"", ""R1""]","G1,G3,I4,Q1,Q2,Q4,R7,X4,X7","G1,R1",8.526,14.5,10.0,1236.24,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,0,3,1,"Q2,Q4,R7",,"G3,X4,X7",I4,,,0,1,0,0,1
matlab,,,19021,2131,K-Dense-AI,True,23527,Dom-1,F,skillsmp,"G1,G5,I3,O3,O4,Q1,Q2,Q4,R1,R7,R9,U3,X1,X2,X4,X7,X8","A4,C2,G2,G5,K3,O4,Q1,Q2,Q4,R10,R5,W1,X1,X4,X5,X6,X8","[""G1"", ""R1""]","G1,G5,I3,O3,O4,Q1,Q2,Q4,R1,R7,R9,U3,X1,X2,X4,X7,X8","G1,R1",8.328,30.0,26.0,6495.45,38042.0,2,star_proxy,38042.0,2.0,2.0,1.8,4,1,8,1,"Q2,Q4,R7,R9",U3,"G5,O3,O4,X1,X2,X4,X7,X8",I3,,,1,1,1,1,1
diffdock,,137.0,24807,2453,davila7,False,26056,Dom-1,T,skill.sh,"A5,G1,O3,Q1,Q4,R1,R7,R8,X3,X8","G1,G5,Q1,Q2,Q4,R10,R5,R9,W3,X1,X3,X4,X6,X8","[""G1"", ""R1""]","A5,G1,O3,Q1,Q4,R1,R7,R8,X3,X8","G1,R1",8.526,14.5,10.0,1236.24,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,0,3,1,"Q4,R7,R8",,"O3,X3,X8",A5,,,0,1,0,0,1
aeon,,159.0,24807,2453,davila7,False,26056,Dom-1,F,skill.sh,"A3,A4,G1,I3,O3,O4,Q1,Q2,Q4,R1,R7,R8,R9,X4","G1,G5,O4,Q4,W3,X7","[""G1"", ""R1""]","A3,A4,G1,I3,O3,O4,Q1,Q2,Q4,R1,R7,R8,R9,X4","G1,R1",8.526,24.5,10.0,2088.82,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,5,0,3,3,"Q2,Q4,R7,R8,R9",,"O3,O4,X4","A3,A4,I3",,,0,1,0,0,1
llm-patterns,,91.0,581,46,alinaqi,False,733,Dom-1,T,skill.sh,"A5,O4,Q3,Q4,R1,R8,X7",,"[""G1"", ""R1""]","A5,O4,Q3,Q4,R1,R8,X7","G1,R1",3.099,12.0,10.0,371.84,1162.0,2,star_proxy,5562.0,2.0,2.0,1.0,3,0,2,1,"Q3,Q4,R8",,"O4,X7",A5,,,0,1,0,0,1
etetoolkit,,134.0,24807,2453,davila7,False,26056,Dom-1,F,skill.sh,"A4,G1,I3,O3,O4,Q1,Q4,R1,R7,R9,X4","G1,O4,Q1,Q2,Q4,R10,R5,W3,X4","[""G1"", ""R1""]","A4,G1,I3,O3,O4,Q1,Q4,R1,R7,R9,X4","G1,R1",8.526,18.5,10.0,1577.28,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,0,3,2,"Q4,R7,R9",,"O3,O4,X4","A4,I3",,,0,1,0,0,1
math-olympiad,,,17437,2064,anthropics,True,431138,Dom-1,T,skillsmp,"A5,A7,I3,O3,O4,Q1,Q2,Q4,R1,R7,X1,X5","A2,G1,G2,O4,Q4,X1","[""G1"", ""R1""]","A5,A7,I3,O3,O4,Q1,Q2,Q4,R1,R7,X1,X5","G1,R1",8.264,25.0,10.0,2065.99,34874.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,0,4,3,"Q2,Q4,R7",,"O3,O4,X1,X5","A5,A7,I3",,,0,1,0,0,1
domain-name-brainstormer,,,55259,5931,ComposioHQ,True,98912,Dom-1,F,skillsmp,"G1,Q4",,"[""G1"", ""R1""]","G1,Q4","G1,R1",9.158,1.0,1.0,9.16,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,0,0,Q4,,,,,,0,0,0,0,0
lm-evaluation-harness,,,106078,15187,NousResearch,True,115167,Dom-1,F,skillsmp,"A5,A7,G1,G3,I4,O3,Q1,Q2,Q3,Q4,R1,R7,R8,X3,X4,X7,X8","A7,G1,G5,I4,Q2,Q3,Q4,S7,X1,X2,X3,X5,X8","[""G1"", ""R1""]","A5,A7,G1,G3,I4,O3,Q1,Q2,Q3,Q4,R1,R7,R8,X3,X4,X7,X8","G1,R1",9.693,32.0,10.0,3101.63,212156.0,2,star_proxy,38042.0,2.0,2.0,1.8,5,0,6,3,"Q2,Q3,Q4,R7,R8",,"G3,O3,X3,X4,X7,X8","A5,A7,I4",,,0,1,0,0,1
metric-calculator,,25.0,1990,269,jeremylongshore,False,2092,Dom-1,T,skill.sh,"G1,X1",,"[""G1"", ""R1""]","G1,X1","G1,R1",6.579,2.5,1.0,16.45,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,1,0,,,X1,,,,0,0,0,0,0
sympy,,,19021,2131,K-Dense-AI,True,23527,Dom-1,T,skillsmp,"G1,I3,O3,O4,Q1,Q2,Q4,R1,R7,R8,X2","G1,Q4,R10,R5,X1,X6","[""G1"", ""R1""]","G1,I3,O3,O4,Q1,Q2,Q4,R1,R7,R8,X2","G1,R1",8.328,15.5,10.0,1290.76,38042.0,2,star_proxy,38042.0,2.0,2.0,1.8,4,0,3,1,"Q2,Q4,R7,R8",,"O3,O4,X2",I3,,,0,1,0,0,1
manim-video,,,106078,15187,NousResearch,True,115167,Dom-1,T,skillsmp,"A4,A5,C3,G1,G2,I3,O4,Q1,Q2,R1,R7,S1,U1,X1,X4,X8","A4,C1,G1,G2,I3,K3,O4,Q2,Q4,S1,U1,U2,X1,X4,X8","[""G1"", ""R1""]","A4,A5,C3,G1,G2,I3,O4,Q1,Q2,R1,R7,S1,U1,X1,X4,X8","G1,R1",9.693,29.0,26.0,7308.21,212156.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,2,4,3,"Q2,R7,S1","C3,U1","O4,X1,X4,X8","A4,A5,I3",,,1,1,1,1,1
performing-regression-analysis,,23.0,1990,269,jeremylongshore,False,2092,Dom-1,F,skill.sh,"G1,R1,X1","G1,Q2,Q4,R10,R5,U2,X1,X6","[""G1"", ""R1""]","G1,R1,X1","G1,R1",6.579,2.5,1.0,16.45,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,1,0,,,X1,,,,0,0,0,0,0
conversion-tools-automation,,,55259,5931,ComposioHQ,True,98912,Dom-1,F,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""G1"", ""R1""]","I4,O3,Q1,R1,R7,X7","G1,R1",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
astropy,,,19021,2131,K-Dense-AI,True,23527,Dom-1,F,skillsmp,"A3,G1,O4,Q1,Q2,R7,R8,S4,W3,X3,X4","C1,C2,K4,Q2,Q4,R10,R5,S4,W3,X1,X3","[""G1"", ""R1""]","A3,G1,O4,Q1,Q2,R7,R8,S4,W3,X3,X4","G1,R1",8.328,17.5,26.0,3789.01,38042.0,2,star_proxy,38042.0,2.0,2.0,1.8,4,1,3,1,"Q2,R7,R8,S4",W3,"O4,X3,X4",A3,,,1,1,1,1,1
experiment-designer,,,12098,1590,alirezarezvani,False,14432,Dom-1,F,skillsmp,"A3,A5,G1,Q2,Q3,Q4,R7",Q3,"[""G1"", ""R1""]","A3,A5,G1,Q2,Q3,Q4,R7","G1,R1",7.987,12.0,1.0,95.85,24196.0,2,star_proxy,38042.0,2.0,2.0,1.8,4,0,0,2,"Q2,Q3,Q4,R7",,,"A3,A5",,,0,0,0,0,0
